Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
174,Collin Gillespie,PG,24,DEN,24,0,225,7,15.2,0.464,3.3,8.4,0.395,3.7,6.8,0.548,1.8,2.6,0.667,0.2,4.4,4.6,5.9,2.9,0,3.1,5.3,19.2,-4,109,113,gilleco01
175,Jacob Gilyard,PG,25,TOT,41,14,699,4.2,10.5,0.4,3.6,8.8,0.405,0.6,1.7,0.375,0.1,0.1,1,0.6,2.6,3.2,9.6,2.3,0.3,2.1,2.7,12.1,5,122,117,gilyaja01
175,Jacob Gilyard,PG,25,MEM,37,14,654,4.5,10.8,0.417,3.8,9,0.425,0.7,1.8,0.375,0.1,0.1,1,0.6,2.6,3.2,9.8,2,0.4,2.2,2.6,12.9,7,124,117,gilyaja01
175,Jacob Gilyard,PG,25,BRK,4,0,45,0,6.6,0,0,6.6,0,0,0,,0,0,,1.1,2.2,3.3,6.6,6.6,0,1.1,4.4,0,-51,58,109,gilyaja01
176,Rudy Gobert,C,31,MIN,76,76,2593,7.7,11.7,0.661,0,0.1,0,7.7,11.6,0.664,4.7,7.4,0.638,5.4,13.3,18.7,1.9,1,3.1,2.2,4.5,20.2,27,131,104,goberru01
177,Jordan Goodwin,PG,25,TOT,57,12,1055,6.5,17.7,0.369,1.9,6.5,0.298,4.6,11.2,0.411,2,2.7,0.746,4.1,7.6,11.7,7.2,2.2,0.8,2.6,3.5,17,-8,105,113,goodwjo01
177,Jordan Goodwin,PG,25,PHO,40,0,558,6.6,16.9,0.389,2,7,0.288,4.6,9.9,0.46,2.2,2.5,0.862,3.5,6.7,10.2,6.8,2,0.8,2.5,3.8,17.3,-5,109,114,goodwjo01
177,Jordan Goodwin,PG,25,MEM,17,12,497,6.5,18.6,0.349,1.9,6,0.311,4.6,12.6,0.367,1.9,3,0.633,4.7,8.7,13.4,7.6,2.5,0.9,2.7,3.2,16.7,-12,100,112,goodwjo01
178,Aaron Gordon,PF,28,DEN,73,73,2297,8.6,15.5,0.556,0.9,3,0.29,7.7,12.5,0.619,3.8,5.8,0.658,3.8,6.4,10.2,5.6,1.2,1,2.3,3.1,21.9,11,125,114,gordoaa01
179,Eric Gordon,SG,35,PHO,68,24,1893,7.1,15.9,0.443,3.9,10.2,0.378,3.2,5.7,0.561,1.3,1.7,0.797,0.4,2.7,3.1,3.6,1.7,0.8,1.9,2,19.3,-5,112,117,gordoer01
180,Devonte' Graham,PG,28,SAS,23,0,313,5.8,16.4,0.352,3.8,12.6,0.301,2,3.8,0.52,2,2.4,0.813,0.8,4.7,5.5,7.4,1.4,0.3,2.6,2.1,17.3,-15,104,119,grahade01
181,Jerami Grant,PF,29,POR,54,54,1830,10.3,22.9,0.451,3,7.4,0.402,7.3,15.5,0.474,6.9,8.4,0.817,1,4.2,5.2,4.1,1.2,0.9,3.1,3.2,30.5,-7,113,120,grantje01
182,RaiQuan Gray,PF,24,SAS,3,0,39,12.2,20.7,0.588,3.7,8.5,0.429,8.5,12.2,0.7,0,0,,2.4,6.1,8.5,7.3,1.2,1.2,1.2,0,28,19,136,117,grayra01
183,A.J. Green,SG,24,MIL,56,0,614,6.5,15.3,0.423,5.4,13.2,0.408,1.1,2.1,0.519,1.3,1.5,0.895,0.7,4.3,5,2.3,0.7,0.3,0.9,3.8,19.7,2,122,120,greenaj01
184,Danny Green,SG,36,PHI,2,0,18,0,5.5,0,0,2.7,0,0,2.7,0,0,0,,0,5.5,5.5,2.7,2.7,0,0,2.7,0,-81,33,114,greenda02
185,Draymond Green,PF,33,GSW,55,52,1490,6,12.1,0.497,1.7,4.2,0.395,4.4,7.9,0.551,1.8,2.4,0.73,2.5,10.5,12.9,10.8,1.8,1.5,4.4,5.4,15.4,4,116,112,greendr01
186,Jalen Green,SG,21,HOU,82,82,2601,10.5,24.8,0.423,3.7,11.3,0.332,6.8,13.6,0.498,5.3,6.6,0.804,0.8,7.1,7.9,5.4,1.2,0.5,3.6,2.1,30,-8,107,115,greenja05
187,Javonte Green,SF,30,CHI,9,5,230,9.8,16.3,0.6,2.2,5.9,0.37,7.6,10.4,0.729,2.2,2.8,0.769,4.3,10.2,14.5,1.1,2.2,1.7,1.5,4.1,23.8,20,132,112,greenja02
188,Jeff Green,PF,37,HOU,78,6,1307,6.2,13.6,0.456,2,5.9,0.331,4.2,7.6,0.553,4.5,5.5,0.819,1.7,4.9,6.6,2.6,0.6,1.2,1.7,3.7,18.9,2,119,117,greenje02
189,Josh Green,SG,23,DAL,57,33,1505,5.7,11.9,0.479,2.3,6,0.385,3.4,6,0.572,1.2,1.8,0.684,1.3,4.6,5.9,4.1,1.5,0.3,1.9,3.4,15,-2,115,117,greenjo02
190,AJ Griffin,SF,20,ATL,20,0,171,5,17.4,0.29,2.8,10.9,0.256,2.2,6.5,0.348,0.6,0.6,1,0.6,4.5,5,1.4,0.3,0.6,2.2,1.7,13.5,-47,77,124,griffaj01
191,Quentin Grimes,SG,23,TOT,51,18,1025,6,16,0.372,4,11.7,0.338,2,4.3,0.466,1.7,2.2,0.756,0.7,4.2,4.9,3.2,1.7,0.3,1.4,3.7,17.6,-7,109,116,grimequ01
191,Quentin Grimes,SG,23,NYK,45,18,910,6.3,15.8,0.395,4.3,11.7,0.363,2,4.1,0.486,1.3,1.9,0.706,0.8,4.1,4.9,2.9,1.7,0.2,1.2,3.7,18.1,-1,115,116,grimequ01
191,Quentin Grimes,SG,23,DET,6,0,115,3.8,17.6,0.214,1.7,11.7,0.143,2.1,5.9,0.357,4.2,4.6,0.909,0.4,4.6,5,5.9,2.1,1.7,2.9,3.8,13.4,-39,78,117,grimequ01
192,Mouhamadou Gueye,PF,25,TOR,11,0,120,4.4,15.3,0.289,0,1.2,0,4.4,14.1,0.314,1.6,3.6,0.444,4.8,4.4,9.3,2,1.2,7.2,4.8,6,10.5,-46,67,113,gueyemo01
193,Mouhamed Gueye,PF,21,ATL,6,0,73,5.3,15.1,0.348,2,5.9,0.333,3.3,9.2,0.357,3.3,3.9,0.833,6.6,7.9,14.5,2.6,3.3,2.6,0.7,8.5,15.8,8,120,112,gueyemo02
194,Rui Hachimura,PF,25,LAL,68,39,1826,9.5,17.6,0.537,2.6,6,0.422,6.9,11.6,0.597,2.6,3.5,0.739,1.5,6.1,7.7,2.1,1.1,0.7,1.2,2.6,24,4,121,117,hachiru01
195,Ashton Hagans,PG,24,POR,19,1,316,4.5,11.1,0.408,1.3,3.9,0.32,3.3,7.2,0.457,2.2,2.7,0.824,2.2,4.8,7,8.4,1.7,1.4,4.7,6.3,12.5,-18,99,117,haganas01
196,Tyrese Haliburton,PG,23,IND,69,68,2224,10.6,22.2,0.477,4.1,11.3,0.364,6.5,10.9,0.595,4.1,4.8,0.855,0.7,5,5.7,16,1.8,1,3.4,1.6,29.5,10,129,119,halibty01
197,R.J. Hampton,PG,22,MIA,8,2,76,2.6,9.2,0.286,0.7,5.3,0.125,2,3.9,0.5,0.7,1.3,0.5,1.3,2.6,3.9,5.3,0,0,2,5.3,6.6,-35,84,119,hamptrj01
198,Tim Hardaway Jr.,SF,31,DAL,79,12,2120,8.9,22.1,0.402,4.8,13.5,0.353,4.1,8.6,0.478,3.3,3.8,0.852,0.5,5.3,5.7,3.1,1,0.1,1.6,2.4,25.8,-10,109,119,hardati02
199,James Harden,PG,34,LAC,72,72,2470,7,16.4,0.428,3.7,9.8,0.381,3.3,6.7,0.497,6,6.9,0.878,0.7,6.7,7.4,12.3,1.5,1.1,3.7,2.5,23.8,9,125,116,hardeja01
200,Jaden Hardy,SG,21,DAL,73,7,989,9.5,23.2,0.407,3.9,10.9,0.362,5.5,12.4,0.447,2.9,3.7,0.776,1,5.4,6.4,5.3,1.1,0.2,3,3.9,25.7,-15,103,118,hardyja02
201,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,12.1,0,0,0,24.1,0,100,227,127,harpero02
202,Gary Harris,SG,29,ORL,54,27,1297,5,11.3,0.441,2.9,7.8,0.371,2.1,3.5,0.598,1.3,1.7,0.756,0.9,2.6,3.5,3.3,1.9,0.5,1.2,3.5,14.2,6,120,114,harriga01
203,Joe Harris,SG,32,DET,16,0,170,4,11,0.359,2.8,8.5,0.333,1.1,2.5,0.444,0.3,0.6,0.5,0.8,2.8,3.7,2.8,0.8,0.6,1.1,5.4,11,-20,102,122,harrijo01
204,Kevon Harris,SG,26,ORL,2,0,6,16.5,24.8,0.667,0,0,,16.5,24.8,0.667,0,0,,0,16.5,16.5,8.3,0,0,8.3,24.8,33,-9,101,110,harrike01
205,Tobias Harris,PF,31,PHI,70,70,2368,9.6,19.8,0.487,1.9,5.4,0.353,7.7,14.4,0.537,3.9,4.4,0.878,1.7,7.8,9.4,4.5,1.5,1,1.9,2.4,25,4,118,114,harrito02
206,Shaquille Harrison,SG,30,MEM,3,0,6,8.1,16.3,0.5,0,0,,8.1,16.3,0.5,0,0,,0,16.3,16.3,0,0,8.1,0,0,16.3,-4,100,104,harrish01
207,Josh Hart,SF,28,NYK,81,42,2707,5.5,12.6,0.434,1.5,4.8,0.31,4,7.8,0.511,1.7,2.1,0.791,2.4,10.2,12.6,6.2,1.4,0.4,2.2,3.2,14.2,2,115,113,hartjo01
208,Isaiah Hartenstein,C,25,NYK,75,49,1896,6.2,9.7,0.644,0,0.1,0.333,6.2,9.6,0.646,3,4.2,0.707,6.5,10.2,16.6,5,2.3,2.3,2.5,5.6,15.5,28,136,108,harteis01
209,Sam Hauser,SF,26,BOS,79,13,1741,7.1,15.8,0.446,5.6,13.2,0.424,1.5,2.6,0.559,0.5,0.5,0.895,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,12,126,114,hausesa01
210,Jordan Hawkins,SG,21,NOP,67,10,1160,7.4,19.3,0.382,4.6,12.6,0.366,2.7,6.7,0.411,2.8,3.4,0.838,1.2,5,6.3,3,0.8,0.3,1.7,3,22.1,-8,109,117,hawkijo01
211,Jaxson Hayes,C,23,LAL,70,5,877,6.8,9.5,0.72,0,0.4,0,6.8,9.1,0.754,2.8,4.4,0.622,3.7,7.7,11.4,1.8,1.8,1.6,2.3,6.7,16.4,15,128,113,hayesja02
212,Killian Hayes,PG,22,DET,42,31,1008,5.6,13.5,0.413,1.1,3.5,0.297,4.5,10,0.455,1.6,2.4,0.66,0.5,5.2,5.7,9.8,1.7,1,2.4,3.6,13.8,-13,106,119,hayeski01
213,Gordon Hayward,SF,33,TOT,51,28,1245,7.3,15.8,0.464,1.5,3.5,0.411,5.9,12.3,0.479,3.5,4.7,0.742,1.5,5.6,7.1,6.2,1.6,0.5,2.6,2.6,19.6,-7,111,118,haywago01
213,Gordon Hayward,SF,33,CHO,25,25,798,8.6,18.4,0.468,1.4,3.8,0.361,7.2,14.6,0.496,3.8,5,0.765,1.5,5.7,7.2,7.2,1.7,0.7,3.2,2.8,22.4,-11,109,120,haywago01
213,Gordon Hayward,SF,33,OKC,26,3,447,5.2,11.4,0.453,1.6,3.1,0.517,3.5,8.3,0.429,2.9,4.2,0.692,1.4,5.5,6.9,4.5,1.3,0.1,1.6,2.3,14.8,1,117,116,haywago01
214,Scoot Henderson,PG,19,POR,62,32,1765,8.6,22.3,0.385,2.4,7.5,0.325,6.2,14.8,0.416,4.7,5.7,0.819,1.5,3.9,5.4,9.4,1.3,0.4,5.9,5.5,24.3,-23,97,120,hendesc01
215,Taylor Hendricks,PF,20,UTA,40,23,856,6.1,13.5,0.45,3,7.9,0.379,3.1,5.6,0.55,1.3,1.6,0.793,2.6,7.8,10.4,1.8,1.6,1.7,1.5,4.3,16.5,-2,117,119,hendrita01
216,Tyler Herro,SG,24,MIA,42,40,1407,11.5,26.1,0.441,4.7,11.8,0.396,6.8,14.3,0.478,3.4,3.9,0.856,0.7,7.2,7.9,6.7,1.1,0.1,3.3,2.2,31,-6,108,114,herroty01
217,Buddy Hield,SF-SG,31,TOT,84,42,2160,8.2,18.9,0.436,4.9,12.6,0.386,3.4,6.3,0.539,1.2,1.3,0.881,1.4,4.6,6,5.2,1.6,0.9,2.3,3.8,22.5,-4,114,118,hieldbu01
217,Buddy Hield,SF,31,IND,52,28,1336,8.1,18.3,0.443,4.8,12.6,0.384,3.2,5.6,0.575,1,1.2,0.848,1.2,4.7,5.9,4.9,1.5,1.1,2.2,3.6,22,-4,115,119,hieldbu01
217,Buddy Hield,SG,31,PHI,32,14,824,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,-2,114,116,hieldbu01
218,Haywood Highsmith,PF,27,MIA,66,26,1366,5.6,12,0.465,2.8,7,0.396,2.8,5,0.562,0.8,1.3,0.639,2.4,5.3,7.7,2.6,1.9,1.1,1.2,4.3,14.8,6,118,112,highsha01
219,Nate Hinton,SG,24,HOU,15,0,75,7.1,16.8,0.423,4.5,9.1,0.5,2.6,7.8,0.333,2.6,3.2,0.8,4.5,9.7,14.2,6.5,1.9,1.3,1.9,7.1,21.3,18,128,110,hintona01
220,D'Moi Hodge,SG,25,LAL,7,0,41,5.8,17.4,0.333,3.5,13.9,0.25,2.3,3.5,0.667,1.2,2.3,0.5,0,0,0,5.8,1.2,1.2,1.2,4.6,16.2,-23,97,120,hodgedm01
221,Aaron Holiday,PG,27,HOU,78,1,1269,7.1,15.9,0.446,3.2,8.3,0.387,3.9,7.6,0.51,2.2,2.4,0.921,0.9,3.8,4.7,5.4,1.6,0.2,2,4.8,19.6,1,117,116,holidaa01
222,Jrue Holiday,PG,33,BOS,69,69,2263,7.2,15,0.48,3,7,0.429,4.2,8,0.526,1.3,1.6,0.833,1.8,6.3,8.1,7.3,1.3,1.2,2.7,2.4,18.8,8,121,113,holidjr01
223,Justin Holiday,SG,34,DEN,58,9,862,5.1,11.2,0.454,3.2,7.8,0.404,1.9,3.3,0.569,0.2,0.2,0.75,0.5,3.6,4.1,3.9,2.1,0.5,0.8,4,13.5,9,124,115,holidju01
224,Richaun Holmes,C-PF,30,TOT,40,10,555,7,12.5,0.558,0.1,0.3,0.333,6.9,12.3,0.563,2.9,4,0.723,6,9.5,15.5,2.1,0.9,1.6,2,6.3,16.9,7,123,116,holmeri01
224,Richaun Holmes,C,30,DAL,23,2,237,6.7,11.9,0.559,0,0,,6.7,11.9,0.559,2.4,4.3,0.571,6.7,9.1,15.8,3,0.6,1.8,2.4,6.7,15.8,6,121,115,holmeri01
224,Richaun Holmes,PF,30,WAS,17,8,318,7.2,12.9,0.557,0.1,0.4,0.333,7.1,12.5,0.565,3.2,3.8,0.846,5.6,9.7,15.3,1.5,1.2,1.5,1.8,6,17.8,6,124,118,holmeri01
225,Chet Holmgren,C,21,OKC,82,82,2413,10.1,19,0.53,2.6,7,0.37,7.5,12,0.623,4.3,5.5,0.793,2.6,10.3,12.9,4,1.1,3.8,2.6,3.9,27,14,122,108,holmgch01
226,Jalen Hood-Schifino,SG,20,LAL,21,0,109,4.4,19.6,0.222,0.9,6.5,0.133,3.5,13.1,0.267,5.2,8.7,0.6,0.9,4.8,5.7,3.5,1.3,0.9,3.9,5.7,14.8,-51,66,117,hoodsja01
227,Al Horford,C,37,BOS,65,33,1740,6.1,11.9,0.511,3.1,7.3,0.419,3,4.6,0.658,0.7,0.9,0.867,2.3,9.4,11.7,4.8,1.1,1.8,1.4,2.6,16,24,135,111,horfoal01
228,Talen Horton-Tucker,PG,23,UTA,51,11,1009,8.8,22.2,0.396,2.9,8.7,0.33,5.9,13.5,0.438,4.2,5.2,0.807,1,4.8,5.8,8.5,2.2,0.9,3.1,4.5,24.7,-12,108,120,hortota01
229,Danuel House Jr.,SF,30,PHI,34,4,509,4.5,10.2,0.448,1.5,4.8,0.3,3.1,5.3,0.582,3.4,4.4,0.761,1.5,4.1,5.6,2.7,1.5,0.5,1.8,4.4,13.9,-3,114,117,houseda01
230,Caleb Houstan,SF,21,ORL,59,13,815,4.9,12.5,0.388,4.4,11.7,0.373,0.5,0.8,0.615,1.3,1.6,0.808,1.7,3.4,5.1,1.8,0.9,0.2,1,3.7,15.4,3,119,116,houstca01
231,Jett Howard,SF,20,ORL,18,0,67,7.4,22.2,0.333,5.2,18.5,0.28,2.2,3.7,0.6,1.5,3,0.5,0.7,4.4,5.2,4.4,1.5,1.5,2.2,3,21.4,-17,96,113,howarje01
232,Kevin Huerter,SG,25,SAC,64,59,1562,7.7,17.4,0.443,3.8,10.6,0.361,3.9,6.8,0.571,1.1,1.5,0.766,1.2,5.8,7,5.2,1.4,0.7,1.6,4.2,20.4,0,116,116,huertke01
233,Jay Huff,C,25,DEN,20,0,49,9.1,15.2,0.6,3,9.1,0.333,6.1,6.1,1,2,2,1,2,9.1,11.1,2,2,3,1,9.1,23.3,32,140,108,huffja01
234,De'Andre Hunter,SF,26,ATL,57,37,1681,8.7,18.9,0.459,3.3,8.7,0.385,5.3,10.2,0.521,4.7,5.6,0.847,0.9,5.4,6.3,2.5,1.1,0.5,2.4,4.2,25.4,-6,115,121,huntede01
235,Matthew Hurt,PF,23,MEM,8,0,113,5.2,14.7,0.353,2.2,8.7,0.25,3,6.1,0.5,1.3,1.3,1,3.9,3,6.9,1.7,1.3,1.3,0.9,3.5,13.8,-13,104,117,hurtma01
236,Bones Hyland,PG,23,LAC,37,5,540,8.9,22.9,0.386,4,12.3,0.326,4.8,10.6,0.457,1.6,2.1,0.783,0.5,4.6,5,8.5,2.4,0.4,4,4.7,23.4,-16,100,116,hylanbo01
237,Joe Ingles,SF,36,ORL,68,0,1169,4.2,9.6,0.436,3,6.8,0.435,1.2,2.8,0.439,1.2,1.4,0.824,0.8,5.3,6,8.6,1.8,0.2,2.8,3.7,12.5,6,119,113,inglejo01
238,Brandon Ingram,SF,26,NOP,64,64,2103,11.7,23.7,0.492,2,5.6,0.355,9.7,18.1,0.534,5.7,7.2,0.801,1,6.6,7.6,8.5,1.2,0.9,3.8,3.4,31.1,1,115,114,ingrabr01
239,Kyrie Irving,SG,31,DAL,58,58,2030,13.3,26.7,0.497,4.1,9.9,0.411,9.2,16.8,0.548,4.5,5,0.905,1,5.8,6.9,7.1,1.7,0.7,2.5,2.6,35.1,6,122,116,irvinky01
240,Jonathan Isaac,PF,26,ORL,58,2,914,7.9,15.5,0.51,2.3,6.1,0.375,5.6,9.4,0.598,3.2,4.4,0.72,4,10.1,14.1,1.6,2.3,3.8,1.5,3.5,21.3,19,124,105,isaacjo01
241,Jaden Ivey,SG,21,DET,77,61,2217,9,21.1,0.429,2.7,8,0.336,6.4,13.1,0.485,4.9,6.6,0.749,1.9,3.9,5.7,6.4,1.2,0.9,4.1,4.4,25.7,-17,104,121,iveyja01
242,Andre Jackson Jr.,SG,22,MIL,57,8,572,4.2,8.4,0.5,1.4,3.9,0.37,2.8,4.5,0.611,0.7,0.9,0.727,3.6,5.9,9.5,4.2,1.3,0.5,2.4,7.7,10.5,2,119,117,jacksan01
243,GG Jackson II,PF,19,MEM,48,18,1233,9.6,22.3,0.428,4,11.3,0.357,5.5,11,0.502,4.6,6.1,0.752,2.1,5.7,7.8,2.3,1.1,1,2.6,2.5,27.7,-10,107,117,jacksgg01
244,Isaiah Jackson,C,22,IND,59,3,771,9.5,14.3,0.665,0,0.2,0,9.5,14,0.677,4.5,6.2,0.716,5.8,8.8,14.6,3.1,2.1,3.7,2.4,8.4,23.4,23,135,112,jacksis01
245,Jaren Jackson Jr.,C,24,MEM,66,66,2124,11.9,26.7,0.444,2.7,8.4,0.32,9.2,18.3,0.501,7.8,9.6,0.808,2,6.4,8.4,3.5,1.8,2.4,3.7,5.4,34.2,-6,107,113,jacksja02
246,Justin Jackson,SF,28,MIN,2,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-119,,119,jacksju01
247,Quenton Jackson,PG,25,IND,3,0,11,0,4.3,0,0,0,,0,4.3,0,8.6,8.6,1,0,17.2,17.2,8.6,4.3,0,0,4.3,8.6,45,152,107,jacksqu01
248,Reggie Jackson,PG,33,DEN,82,23,1817,8.9,20.6,0.431,2.8,7.7,0.359,6.1,12.9,0.475,2.2,2.7,0.806,0.9,3.3,4.2,8.4,1.2,0.4,2.9,4.1,22.7,-8,109,117,jacksre01
249,Trayce Jackson-Davis,PF,23,GSW,68,16,1130,10,14.2,0.702,0,0,0,10,14.2,0.704,3.2,5.7,0.561,5.8,8.8,14.6,3.5,1.2,3.3,2.1,4.6,23.1,24,136,112,jackstr02
250,LeBron James,PF,39,LAL,71,71,2504,13,24.1,0.54,2.8,6.9,0.41,10.2,17.2,0.592,5.8,7.7,0.75,1.2,8.7,9.8,11.2,1.7,0.7,4.7,1.5,34.6,6,120,114,jamesle01
251,Jaime Jaquez Jr.,SF,22,MIA,75,20,2113,8.1,16.5,0.489,1.5,4.8,0.322,6.5,11.7,0.558,3.4,4.1,0.811,1.9,4.8,6.7,4.6,1.8,0.5,2.6,3.9,21,-1,112,113,jaqueja01
252,DeJon Jarreau,SG,26,MEM,9,0,150,5.5,16.3,0.34,1.3,4.2,0.308,4.2,12.1,0.351,1.6,3.6,0.455,2.6,11.7,14.3,8.5,2,0.7,2.9,4.6,14,-18,93,111,jarrede01
253,DaQuan Jeffries,SG,26,NYK,17,0,46,6.6,18.6,0.353,2.2,11,0.2,4.4,7.7,0.571,0,2.2,0,0,5.5,5.5,5.5,0,1.1,3.3,2.2,15.3,-36,82,118,jeffrda01
254,Trey Jemison,C,24,TOT,25,14,573,6.4,11.6,0.551,0,0,,6.4,11.6,0.551,1.8,2.1,0.84,5.5,6,11.4,2.3,1,2.4,2.9,5.9,14.6,-4,111,115,jemistr01
254,Trey Jemison,C,24,WAS,2,0,1,0,0,,0,0,,0,0,,0,0,,0,46.8,46.8,0,0,0,46.8,0,0,-99,0,99,jemistr01
254,Trey Jemison,C,24,MEM,23,14,572,6.4,11.6,0.551,0,0,,6.4,11.6,0.551,1.8,2.1,0.84,5.5,5.9,11.4,2.3,1,2.4,2.8,5.9,14.6,-3,112,115,jemistr01
255,Ty Jerome,SG,26,CLE,2,0,15,6.6,13.2,0.5,0,3.3,0,6.6,9.9,0.667,0,0,,3.3,0,3.3,9.9,0,0,3.3,6.6,13.2,-10,111,121,jeromty01
256,Isaiah Joe,SG,24,OKC,78,1,1445,7.4,16.1,0.458,4.9,11.7,0.416,2.5,4.4,0.568,1.5,1.7,0.865,1.1,4.9,6,3.3,1.5,0.7,1.6,2.9,21.2,6,121,115,joeis01
257,Cameron Johnson,PF,27,BRK,58,47,1599,8.5,19.2,0.446,4.3,10.9,0.391,4.3,8.2,0.519,2.7,3.4,0.789,1.7,6.1,7.8,4.3,1.5,0.5,1.8,3.3,24,1,118,117,johnsca02
258,Jalen Johnson,SF,22,ATL,56,52,1889,9.1,17.8,0.511,1.8,5.1,0.355,7.3,12.7,0.574,2.7,3.7,0.728,1.9,10.5,12.4,5.2,1.7,1.2,2.6,3.4,22.7,1,117,116,johnsja05
259,James Johnson,PF,36,IND,9,0,47,3,10,0.3,0,2,0,3,8,0.375,2,2,1,1,3,4,8,5,1,5,9,8,-33,79,112,johnsja01
260,Keldon Johnson,SF,24,SAS,69,27,2038,9.1,20.1,0.454,3,8.5,0.346,6.1,11.5,0.533,4.1,5.1,0.792,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,-6,112,118,johnske04
261,Keon Johnson,SG,21,BRK,5,0,61,6.5,17,0.381,3.2,8.1,0.4,3.2,8.9,0.364,8.9,9.7,0.917,2.4,3.2,5.7,2.4,2.4,0.8,4.1,4.1,25.2,-6,110,116,johnske07
262,Keyontae Johnson,SF,23,OKC,9,0,66,3.6,11.7,0.313,0.7,2.2,0.333,2.9,9.5,0.308,0,0,,2.9,4.4,7.3,2.9,0.7,0,2.9,3.6,8,-40,78,118,johnske08
263,Nikola Joki?,C,28,DEN,79,79,2737,14.9,25.6,0.583,1.5,4.2,0.359,13.4,21.4,0.626,6.5,7.9,0.817,4,13.6,17.7,12.8,2,1.2,4.3,3.5,37.8,23,131,108,jokicni01
264,Colby Jones,SG,21,SAC,30,0,192,7.1,18,0.394,0.5,5.6,0.091,6.6,12.4,0.531,1.5,2.8,0.545,4.3,5.8,10.1,5.1,1.8,1.3,2.5,7.3,16.2,-18,97,115,jonesco02
265,Damian Jones,C,28,CLE,39,0,270,7.9,13.2,0.597,0.5,2.6,0.214,7.3,10.6,0.69,3.3,3.8,0.857,3.7,7.7,11.3,2.7,1.3,2.4,2.4,4.9,19.6,14,125,111,jonesda03
266,Derrick Jones Jr.,SF,26,DAL,76,66,1783,6.4,13.3,0.483,2.2,6.4,0.343,4.2,6.9,0.613,2.6,3.7,0.713,2.2,4.5,6.7,2,1.4,1.4,1.7,3.3,17.7,0,116,116,jonesde02
267,Herbert Jones,SF,25,NOP,76,76,2321,6.2,12.4,0.498,2.4,5.8,0.418,3.8,6.7,0.568,2.9,3.3,0.867,1.6,4.2,5.7,4.2,2.2,1.3,2,4.7,17.7,11,124,113,joneshe01
268,Mason Jones,SG,25,SAC,5,0,28,3.5,13.9,0.25,3.5,12.1,0.286,0,1.7,0,1.7,3.5,0.5,1.7,6.9,8.7,8.7,1.7,0,3.5,5.2,12.1,-23,93,116,jonesma05
269,Tre Jones,PG,24,SAS,77,48,2138,6.7,13.3,0.505,1.4,4.2,0.335,5.3,9.1,0.584,2.2,2.6,0.856,1.3,5.1,6.4,10.6,1.7,0.2,2.6,2,17.1,5,123,118,jonestr01
270,Tyus Jones,PG,27,WAS,66,66,1933,7.9,16.1,0.489,2.6,6.2,0.414,5.3,9.9,0.537,0.8,1,0.8,0.5,3.8,4.3,11.7,1.7,0.4,1.6,1.2,19.1,5,126,121,jonesty01
271,DeAndre Jordan,C,35,DEN,36,2,396,7.3,11.6,0.624,0,0,,7.3,11.6,0.624,3.3,6.6,0.491,6.8,12.9,19.7,3.3,0.8,2,2.9,7,17.8,11,121,110,jordade01
272,Cory Joseph,PG,32,GSW,26,0,296,3.8,10.5,0.359,2.1,6.9,0.31,1.6,3.6,0.455,0.7,1.1,0.571,1,3.9,4.9,6.9,0.7,0.5,2,4.1,10.3,-11,108,119,josepco01
273,Nikola Jovi?,PF,20,MIA,46,38,896,7.1,15.6,0.452,3.6,9.1,0.399,3.5,6.6,0.525,1.8,2.6,0.702,1.4,9.3,10.7,5,1.4,0.8,2.3,4.6,19.6,2,113,111,jovicni01
274,Johnny Juzang,SG,22,UTA,20,5,372,6.6,14.3,0.464,4.2,10,0.416,2.5,4.3,0.576,1.3,1.8,0.714,0.9,3.8,4.7,3,0.5,0.3,1.7,3.8,18.7,-5,120,125,juzanjo01
275,Luke Kennard,SG,27,MEM,39,22,999,6.9,15.4,0.448,5.2,11.6,0.45,1.7,3.8,0.442,2,2.2,0.889,0.5,5,5.5,6.7,1,0.1,2.6,1.9,21,2,121,119,kennalu01
276,Walker Kessler,C,22,UTA,64,22,1493,7.4,11.3,0.654,0.1,0.6,0.211,7.3,10.7,0.68,1.8,3,0.602,5.3,10.2,15.5,1.9,1,5,2.1,4.3,16.7,14,128,114,kesslwa01
277,Braxton Key,SF,26,DEN,20,0,60,5.8,14,0.412,1.7,4.1,0.4,4.1,9.9,0.417,5,6.6,0.75,2.5,12.4,14.9,7.4,1.7,0.8,0.8,4.1,18.2,18,128,110,keybr01
278,Corey Kispert,SF,24,WAS,80,22,2067,8.7,18,0.486,4.2,10.9,0.383,4.6,7.1,0.643,2.6,3.6,0.726,0.7,4.4,5.1,3.5,0.9,0.4,2.2,3.2,24.2,-9,114,123,kispeco01
