Player,Season,Team,Minutes,Position,LEBRON,O LEBRON,D LEBRON,LEBRON WAR,LEBRON Contract Value,Box LEBRON,BOXOLEBRON,BOXDLEBRON
Justin Jackson,2022-23,BOS,107,SF,-1.64,-1.13,-0.51,0.1,"170,146.00",-0.93,-0.7,-0.23
Yuta Watanabe,2022-23,BRK,928,SF,-1.65,-1,-0.65,0.5,"1,459,717.00",-1.83,-1.48,-0.35
Admiral Schofield,2022-23,ORL,451,PF,-1.65,-1.44,-0.22,0.2,"707,943.00",-1.88,-1.45,-0.43
Haywood Highsmith,2022-23,MIA,969,SF,-1.69,-2.5,0.81,0.5,"1,449,010.00",-1.95,-2.59,0.64
Joe Harris,2022-23,BRK,"1,527",SG,-1.7,-0.38,-1.33,0.7,"2,232,040.00",-1.85,-0.9,-0.94
Josh Richardson,2022-23,SAS/NOP,"1,530",SG,-1.71,-1.42,-0.3,0.7,"2,208,614.00",-1.48,-0.73,-0.75
De'Andre Hunter,2022-23,ATL,"2,126",SF,-1.71,-1.24,-0.47,1,"3,067,833.00",-1.45,-0.83,-0.62
Max Strus,2022-23,MIA,"2,272",SF,-1.72,-0.98,-0.73,1,"3,266,979.00",-1.13,-0.54,-0.58
Tre Mann,2022-23,OKC,"1,183",PG,-1.74,-1.15,-0.59,0.5,"1,649,727.00",-1.63,-0.86,-0.78
Mamadi Diakite,2022-23,CLE,176,PF,-1.74,-1.7,-0.05,0.1,"243,361.00",-1.63,-1.58,-0.05
Rui Hachimura,2022-23,WAS/LAL,"1,466",PF,-1.74,-1.74,0,0.6,"2,024,307.00",-1.57,-1.07,-0.5
John Butler Jr.,2022-23,POR,221,C,-1.75,-1.79,0.04,0.1,"304,010.00",-1.38,-1.65,0.27
Otto Porter Jr.,2022-23,TOR,146,SF,-1.76,-1.22,-0.54,0.1,"196,215.00",-1.54,-1.24,-0.3
Khem Birch,2022-23,TOR,162,C,-1.77,-2.08,0.32,0.1,"216,041.00",-2.11,-2.04,-0.08
Collin Sexton,2022-23,UTA,"1,145",SG,-1.77,0.12,-1.89,0.5,"1,523,973.00",-1.4,0.19,-1.59
Jonathan Kuminga,2022-23,GSW,"1,394",PF,-1.78,-1.72,-0.05,0.6,"1,835,165.00",-1.05,-0.93,-0.11
Davion Mitchell,2022-23,SAC,"1,447",PG,-1.78,-1.37,-0.41,0.6,"1,895,060.00",-1.57,-1.04,-0.52
Dominick Barlow,2022-23,SAS,408,SF,-1.78,-2.13,0.34,0.2,"530,322.00",-1.67,-2.31,0.65
Wesley Matthews,2022-23,MIL,821,SG,-1.8,-1.81,0.01,0.3,"1,037,831.00",-2.07,-2.16,0.09
Jared Rhoden,2022-23,DET,198,SG,-1.82,-1.49,-0.33,0.1,"243,585.00",-1.54,-1.57,0.03
Dyson Daniels,2022-23,NOP,"1,042",PG,-1.82,-2.76,0.94,0.4,"1,279,250.00",-1.61,-2.26,0.66
Troy Brown Jr.,2022-23,LAL,"1,860",SF,-1.86,-1.28,-0.59,0.7,"2,129,704.00",-1.44,-1.72,0.28
Reggie Jackson,2022-23,LAC/DEN,"1,657",PG,-1.87,-1.41,-0.46,0.6,"1,859,773.00",-1.66,-0.68,-0.99
Aaron Nesmith,2022-23,IND,"1,816",SF,-1.89,-1.45,-0.43,0.6,"1,988,012.00",-1.74,-1.31,-0.44
Taurean Prince,2022-23,MIN,"1,192",SF,-1.9,-1.58,-0.32,0.4,"1,270,631.00",-2.48,-1.59,-0.89
DeAndre Jordan,2022-23,DEN,586,C,-1.9,-2.63,0.73,0.2,"621,836.00",-1.24,-2.41,1.16
Cory Joseph,2022-23,DET,"1,227",PG,-1.9,-0.49,-1.41,0.4,"1,301,489.00",-1.6,-0.54,-1.06
Duane Washington Jr.,2022-23,PHO,394,SG,-1.92,-0.24,-1.68,0.1,"401,013.00",-1.67,0.28,-1.95
Chuma Okeke,2022-23,ORL,518,SF,-1.95,-1.46,-0.5,0.2,"498,645.00",-0.64,-1.12,0.48
Romeo Langford,2022-23,SAS,844,SG,-1.96,-1.51,-0.45,0.3,"800,837.00",-3.05,-2.07,-0.97
Thaddeus Young,2022-23,TOR,795,PF,-1.97,-1.5,-0.47,0.2,"741,705.00",-1.41,-1.62,0.21
Jaden Hardy,2022-23,DAL,708,SG,-2,-0.13,-1.86,0.2,"618,289.00",-0.87,0.4,-1.27
Malik Beasley,2022-23,UTA/LAL,"2,093",SG,-2,-0.32,-1.68,0.6,"1,822,101.00",-0.92,0.35,-1.28
Kevon Harris,2022-23,ORL,457,SG,-2.04,-2.05,0.01,0.1,"357,612.00",-2.24,-2.21,-0.03
Cam Thomas,2022-23,BRK,948,SG,-2.05,-0.34,-1.71,0.2,"723,831.00",-1.61,0.18,-1.79
Noah Vonleh,2022-23,BOS,172,C,-2.1,-2.26,0.16,0,"115,123.00",-1.92,-2.04,0.12
Jericho Sims,2022-23,NYK,812,C,-2.14,-2.83,0.69,0.1,"475,985.00",-1.61,-2.46,0.85
Terrence Ross,2022-23,ORL/PHO,"1,330",SG,-2.16,-0.19,-1.98,0.2,"718,694.00",-1.62,-1.01,-0.61
Johnny Davis,2022-23,WAS,423,SG,-2.18,-1.66,-0.53,0.1,"210,202.00",-1.69,-1.42,-0.27
Kendrick Nunn,2022-23,LAL/WAS,963,PG,-2.21,-0.89,-1.32,0.1,"436,946.00",-1.92,-0.68,-1.23
Derrick Rose,2022-23,NYK,338,PG,-2.22,-1.1,-1.12,0,"141,167.00",-1.64,-0.57,-1.07
Frank Ntilikina,2022-23,DAL,607,PG,-2.24,-1.87,-0.37,0.1,"231,629.00",-2.33,-2.13,-0.2
Ayo Dosunmu,2022-23,CHI,"2,098",SG,-2.25,-2.53,0.29,0.2,"781,359.00",-1.76,-1.96,0.21
AJ Green,2022-23,MIL,345,SG,-2.26,-0.66,-1.6,0,"121,468.00",-0.97,-0.02,-0.95
Juan Toscano-Anderson,2022-23,LAL/UTA,700,SF,-2.26,-2.44,0.18,0.1,"243,236.00",-2.34,-2.61,0.28
Bryn Forbes,2022-23,MIN,268,SG,-2.27,-0.9,-1.37,0,"87,837.00",-2.4,-1.11,-1.29
McKinley Wright IV,2022-23,DAL,335,PG,-2.27,-1.05,-1.23,0,"106,511.00",-0.88,-0.57,-0.31
Keon Johnson,2022-23,POR,416,SG,-2.28,-1.04,-1.24,0,"129,438.00",-1.77,-0.86,-0.91
Shaedon Sharpe,2022-23,POR,"1,779",SG,-2.3,-0.81,-1.49,0.1,"467,564.00",-2.63,-1.06,-1.57
Lamar Stevens,2022-23,CLE,"1,120",PF,-2.31,-1.88,-0.43,0.1,"279,717.00",-1.7,-2.09,0.39
Payton Pritchard,2022-23,BOS,643,PG,-2.31,-0.97,-1.34,0,"158,971.00",-1.75,-0.2,-1.55
Thanasis Antetokounmpo,2022-23,MIL,206,SF,-2.31,-1.98,-0.33,0,"48,885.00",-1.58,-1.56,-0.03
Maxi Kleber,2022-23,DAL,930,C,-2.33,-2.4,0.07,0.1,"191,548.00",-1.81,-1.97,0.16
Damian Jones,2022-23,LAL/UTA,477,C,-2.34,-2.51,0.17,0,"85,570.00",-1.49,-1.95,0.46
Nassir Little,2022-23,POR,976,SF,-2.35,-1.37,-0.98,0.1,"164,353.00",-2.01,-1.38,-0.63
Kevin Knox II,2022-23,DET/POR,952,SF,-2.37,-2,-0.37,0,"121,143.00",-1.88,-1.44,-0.44
P.J. Tucker,2022-23,PHI,"1,920",PF,-2.4,-2.9,0.5,0,"132,576.00",-2.42,-2.8,0.38
James Wiseman,2022-23,GSW/DET,867,C,-2.41,-2.01,-0.4,0,"39,960.00",-0.78,-1.05,0.27
Seth Curry,2022-23,BRK,"1,211",SG,-2.43,-1.18,-1.24,0,"11,314.00",-2.16,-0.76,-1.41
Isaiah Livers,2022-23,DET,"1,199",PF,-2.44,-2.11,-0.32,0,"-5,501.00",-2.54,-2.25,-0.29
Daishen Nix,2022-23,HOU,914,PG,-2.45,-1.5,-0.95,0,"-36,511.00",-2.84,-2.35,-0.49
Ish Smith,2022-23,DEN,398,PG,-2.48,-2.24,-0.24,0,"-33,650.00",-2.64,-2.25,-0.38
Andrew Nembhard,2022-23,IND,"2,074",SG,-2.49,-1.58,-0.91,-0.1,"-253,596.00",-2.3,-1.31,-1
Juancho Hernangomez,2022-23,TOR,614,PF,-2.5,-1.95,-0.55,0,"-79,499.00",-2.55,-2.62,0.07
Patty Mills,2022-23,BRK,567,PG,-2.5,-0.38,-2.12,0,"-75,958.00",-2.11,-0.39,-1.73
Jabari Smith Jr.,2022-23,HOU,"2,451",PF,-2.52,-1.82,-0.7,-0.1,"-431,803.00",-1.47,-1.44,-0.03
Caleb Houstan,2022-23,ORL,812,SF,-2.52,-1.49,-1.04,0,"-145,760.00",-2.76,-2.11,-0.65
David Duke Jr.,2022-23,BRK,228,SG,-2.54,-1.82,-0.72,0,"-47,353.00",-2.45,-1.57,-0.88
Max Christie,2022-23,LAL,512,SG,-2.54,-2.62,0.07,0,"-113,076.00",-2.47,-2.63,0.16
Danuel House Jr.,2022-23,PHI,807,SF,-2.55,-1.41,-1.14,-0.1,"-183,432.00",-2.29,-1.74,-0.54
R.J. Hampton,2022-23,ORL/DET,750,PG,-2.55,-1.25,-1.3,-0.1,"-175,169.00",-1.28,-0.97,-0.31
Jabari Walker,2022-23,POR,619,SF,-2.57,-1.88,-0.7,-0.1,"-172,066.00",-2.47,-1.87,-0.6
Georges Niang,2022-23,PHI,"1,512",PF,-2.59,-1.25,-1.34,-0.1,"-463,809.00",-1.41,-0.54,-0.87
Corey Kispert,2022-23,WAS,"2,093",SF,-2.6,-0.86,-1.74,-0.2,"-701,229.00",-2.03,-0.86,-1.17
Will Barton,2022-23,WAS/TOR,993,SG,-2.61,-1.79,-0.82,-0.1,"-346,162.00",-1.52,-0.91,-0.61
Christian Braun,2022-23,DEN,"1,181",SG,-2.61,-2.14,-0.47,-0.1,"-417,160.00",-2.03,-2.01,-0.02
Zeke Nnaji,2022-23,DEN,728,PF,-2.63,-2.13,-0.5,-0.1,"-277,828.00",-2.04,-1.61,-0.43
Bennedict Mathurin,2022-23,IND,"2,222",SF,-2.64,-0.76,-1.87,-0.3,"-892,343.00",-2.66,-0.43,-2.23
Cam Reddish,2022-23,NYK/POR,990,SF,-2.73,-1.65,-1.09,-0.2,"-590,294.00",-1.65,-1.28,-0.37
Davon Reed,2022-23,DEN/LAL,343,SG,-2.75,-2.68,-0.07,-0.1,"-213,699.00",-2.15,-2.13,-0.02
Furkan Korkmaz,2022-23,PHI,353,SG,-2.76,-1.98,-0.78,-0.1,"-229,996.00",-2.88,-1.85,-1.02
MarJon Beauchamp,2022-23,MIL,700,SF,-2.79,-1.65,-1.14,-0.2,"-489,490.00",-2.12,-1.57,-0.56
Vlatko Cancar,2022-23,DEN,889,PF,-2.79,-1.98,-0.81,-0.2,"-627,861.00",-1.69,-1.47,-0.22
Trent Forrest,2022-23,ATL,277,PG,-2.82,-2.49,-0.33,-0.1,"-211,660.00",-2.41,-2.31,-0.11
James Bouknight,2022-23,CHO,515,SG,-2.82,-1.98,-0.84,-0.1,"-395,898.00",-2.48,-1.85,-0.63
David Roddy,2022-23,MEM,"1,258",PF,-2.85,-1.28,-1.57,-0.3,"-1,049,546.00",-2.26,-1.78,-0.48
Richaun Holmes,2022-23,SAC,348,C,-2.88,-3.06,0.18,-0.1,"-307,064.00",-1.91,-2.16,0.25
Josh Christopher,2022-23,HOU,786,SG,-2.89,-1.39,-1.5,-0.2,"-712,726.00",-1.87,-1.38,-0.5
Amir Coffey,2022-23,LAC,625,SG,-2.97,-1.72,-1.24,-0.2,"-659,780.00",-2.84,-2.04,-0.8
Patrick Williams,2022-23,CHI,"2,323",PF,-3,-3.04,0.04,-0.8,"-2,586,902.00",-1.08,-1.9,0.82
Reggie Bullock,2022-23,DAL,"2,364",SF,-3.01,-1.51,-1.5,-0.8,"-2,694,548.00",-1.56,-1.25,-0.31
Bryce McGowens,2022-23,CHO,787,SG,-3.05,-2.43,-0.63,-0.3,"-962,808.00",-3.21,-2.42,-0.8
Jeff Green,2022-23,DEN,"1,091",PF,-3.14,-1.82,-1.32,-0.5,"-1,515,707.00",-1.98,-1.19,-0.79
Ziaire Williams,2022-23,MEM,561,SF,-3.15,-1.75,-1.4,-0.2,"-796,965.00",-2.82,-2.06,-0.76
Goran Dragic,2022-23,CHI/MIL,870,PG,-3.18,-0.76,-2.42,-0.4,"-1,285,927.00",-2.06,-0.76,-1.29
Jordan Nwora,2022-23,MIL/IND,"1,188",SF,-3.23,-1.26,-1.97,-0.6,"-1,868,464.00",-1.42,-0.73,-0.69
Lonnie Walker IV,2022-23,LAL,"1,297",SG,-3.26,-1.71,-1.55,-0.7,"-2,119,147.00",-1.46,-0.63,-0.83
Killian Hayes,2022-23,DET,"2,154",PG,-3.27,-1.96,-1.31,-1.1,"-3,564,082.00",-1.97,-1.38,-0.59
Austin Rivers,2022-23,MIN,"1,016",SG,-3.27,-2.09,-1.18,-0.5,"-1,686,091.00",-2.61,-2.09,-0.53
Doug McDermott,2022-23,SAS,"1,314",SF,-3.37,-0.63,-2.74,-0.8,"-2,428,976.00",-3.34,-1.16,-2.18
Malaki Branham,2022-23,SAS,"1,550",SF,-3.44,-1.32,-2.12,-1,"-3,088,879.00",-3.78,-1.98,-1.79
Jake LaRavia,2022-23,MEM,414,PF,-3.69,-2.33,-1.36,-0.3,"-1,023,353.00",-2.82,-2.29,-0.54
Simone Fontecchio,2022-23,UTA,766,SF,-3.71,-1.39,-2.32,-0.6,"-1,926,529.00",-2.4,-0.71,-1.69
Jaden Ivey,2022-23,DET,"2,304",SG,-3.72,-1.69,-2.03,-1.8,"-5,823,127.00",-2.46,-0.79,-1.67
JT Thor,2022-23,CHO,969,PF,-3.72,-3.4,-0.32,-0.8,"-2,452,117.00",-3.21,-3.08,-0.12
Justin Holiday,2022-23,ATL/DAL,706,SG,-3.72,-2.65,-1.07,-0.6,"-1,787,899.00",-2.02,-1.64,-0.38
Robin Lopez,2022-23,CLE,299,C,-4.17,-3.14,-1.03,-0.3,"-1,013,626.00",-3.1,-2.37,-0.73
Blake Wesley,2022-23,SAS,669,SG,-5.08,-4.09,-0.99,-1.1,"-3,420,036.00",-4.06,-3.57,-0.5
