Player,Season,Team,Minutes,Position,LEBRON,O LEBRON,D LEBRON,LEBRON WAR,LEBRON Contract Value,Box LEBRON,BOXOLEBRON,BOXDLEBRON
Patrick Williams,2023-24,CHI,"1,174",PF,-1.42,-1.31,-0.11,0.8,"2,634,679.00",-1.51,-1.71,0.2
Jae'Sean Tate,2023-24,HOU,"1,031",SF,-1.43,-2.5,1.07,0.7,"2,293,225.00",-2.38,-2.68,0.3
Nicolas Batum,2023-24,LAC/PHI,"1,529",PF,-1.44,-1.53,0.09,1,"3,371,557.00",-1.31,-1.77,0.46
T.J. Warren,2023-24,MIN,125,SF,-1.44,-0.81,-0.63,0.1,"275,524.00",-1.72,-0.84,-0.88
Drew Peterson,2023-24,BOS,23,PF,-1.45,-0.4,-1.05,0,"49,677.00",-1.48,-0.46,-1.01
Udoka Azubuike,2023-24,PHO,113,C,-1.45,-1.04,-0.42,0.1,"245,820.00",-1.2,-1.01,-0.19
GG Jackson,2023-24,MEM,"1,233",PF,-1.46,-0.44,-1.02,0.8,"2,660,622.00",-1.78,-0.71,-1.08
Jahmi'us Ramsey,2023-24,TOR,121,SG,-1.46,-1.09,-0.38,0.1,"261,000.00",-1.21,-1,-0.2
Jordan Walsh,2023-24,BOS,83,SF,-1.46,-0.73,-0.73,0.1,"180,253.00",-1.72,-0.93,-0.79
Keldon Johnson,2023-24,SAS,"2,038",SF,-1.46,-0.02,-1.43,1.3,"4,424,091.00",-1.62,-0.48,-1.15
Evan Fournier,2023-24,NYK/DET,580,SG,-1.48,-1.19,-0.29,0.4,"1,227,459.00",-1.15,-0.82,-0.33
Gordon Hayward,2023-24,CHO/OKC,"1,245",SF,-1.49,-0.97,-0.53,0.8,"2,602,057.00",-1.21,-0.99,-0.23
Taj Gibson,2023-24,NYK/DET,205,PF,-1.49,-1.98,0.48,0.1,"428,510.00",-1.45,-1.66,0.21
Mouhamadou Gueye,2023-24,TOR,120,PF,-1.5,-1.74,0.24,0.1,"249,744.00",-1.09,-1.56,0.47
Seth Curry,2023-24,DAL/CHO,615,SG,-1.5,-0.91,-0.59,0.4,"1,277,848.00",-1.63,-0.93,-0.69
Ben Sheppard,2023-24,IND,814,SG,-1.51,-0.73,-0.79,0.5,"1,670,951.00",-2.04,-1.16,-0.88
Alec Burks,2023-24,DET/NYK,"1,211",SG,-1.52,0.11,-1.63,0.7,"2,469,847.00",-0.69,0.6,-1.29
Jaden Hardy,2023-24,DAL,989,SG,-1.53,-0.29,-1.24,0.6,"1,982,060.00",-1.58,-0.17,-1.41
Ashton Hagans,2023-24,POR,316,PG,-1.54,-2.03,0.49,0.2,"626,418.00",-1.61,-2.09,0.48
Jay Huff,2023-24,DEN,49,C,-1.54,-1.07,-0.47,0,"98,126.00",-1.45,-0.83,-0.62
Tosan Evbuomwan,2023-24,MEM/DET,367,SF,-1.54,-1.87,0.33,0.2,"726,457.00",-1.58,-1.77,0.19
Malachi Flynn,2023-24,TOR/NYK/DET,877,PG,-1.55,-0.96,-0.59,0.5,"1,723,620.00",-1.02,-0.53,-0.48
Wendell Moore Jr.,2023-24,MIN,75,SG,-1.56,-0.91,-0.65,0,"147,050.00",-1.49,-0.75,-0.74
Cory Joseph,2023-24,GSW,296,PG,-1.57,-1.4,-0.18,0.2,"566,770.00",-1.63,-1.36,-0.27
Gabe Vincent,2023-24,LAL,204,PG,-1.58,-1.44,-0.14,0.1,"389,185.00",-2.01,-1.49,-0.52
Jordan Clarkson,2023-24,UTA,"1,682",SG,-1.58,0.73,-2.31,0.9,"3,185,990.00",-1.9,0.51,-2.41
Otto Porter Jr.,2023-24,TOR,174,SF,-1.59,-1.88,0.29,0.1,"327,712.00",-1.63,-1.83,0.2
Zach Collins,2023-24,SAS,"1,528",C,-1.59,-1.55,-0.04,0.8,"2,863,183.00",-1.47,-1.17,-0.3
Cam Reddish,2023-24,LAL,984,SF,-1.61,-2.41,0.8,0.5,"1,807,166.00",-2.17,-2.37,0.2
Lonnie Walker IV,2023-24,BRK,"1,011",SG,-1.62,-0.83,-0.79,0.5,"1,830,190.00",-1.06,-0.34,-0.72
Terance Mann,2023-24,LAC,"1,873",SG,-1.62,-0.93,-0.68,1,"3,423,039.00",-1.25,-0.74,-0.51
Killian Hayes,2023-24,DET,"1,008",PG,-1.63,-1.88,0.26,0.5,"1,815,068.00",-1.05,-1.48,0.42
Eric Gordon,2023-24,PHO,"1,893",SG,-1.64,-0.28,-1.36,1,"3,374,089.00",-1.26,-0.53,-0.73
Landry Shamet,2023-24,WAS,726,SG,-1.64,-0.6,-1.04,0.4,"1,290,806.00",-2.18,-0.91,-1.27
Stanley Umude,2023-24,DET,307,SG,-1.64,-1.77,0.13,0.2,"545,841.00",-1.2,-1.5,0.3
Quentin Grimes,2023-24,NYK/DET,"1,025",SG,-1.66,-1,-0.66,0.5,"1,767,744.00",-1.3,-0.94,-0.36
Anthony Gill,2023-24,WAS,466,PF,-1.67,-1.13,-0.54,0.2,"799,228.00",-1.97,-1.35,-0.62
Chuma Okeke,2023-24,ORL,432,SF,-1.68,-1.77,0.09,0.2,"729,530.00",-1.65,-1.5,-0.15
Gary Trent Jr.,2023-24,TOR,"1,994",SG,-1.68,-0.22,-1.47,1,"3,352,796.00",-2.23,-0.61,-1.62
Jeff Green,2023-24,HOU,"1,307",PF,-1.69,-1.04,-0.65,0.6,"2,176,047.00",-1.83,-1.33,-0.51
Joe Harris,2023-24,DET,170,SG,-1.69,-1.44,-0.26,0.1,"282,482.00",-1.5,-1.46,-0.04
Terry Taylor,2023-24,CHI,188,PF,-1.69,-1.48,-0.2,0.1,"313,651.00",-1.77,-1.54,-0.23
AJ Griffin,2023-24,ATL,171,SF,-1.7,-1.71,0.01,0.1,"279,655.00",-1.81,-1.59,-0.22
Bones Hyland,2023-24,LAC,540,PG,-1.71,-0.46,-1.25,0.3,"882,242.00",-0.95,0.19,-1.13
Taurean Prince,2023-24,LAL,"2,087",PF,-1.71,-1.4,-0.3,1,"3,393,709.00",-1.92,-1.88,-0.04
Hunter Tyson,2023-24,DEN,48,PF,-1.72,-1.02,-0.7,0,"76,792.00",-1.56,-0.8,-0.76
Isaiah Stewart,2023-24,DET,"1,423",PF,-1.73,-2.19,0.45,0.6,"2,234,883.00",-1.98,-1.98,0
Georges Niang,2023-24,CLE,"1,831",PF,-1.74,-0.98,-0.75,0.8,"2,869,239.00",-1.5,-1.3,-0.2
Timmy Allen,2023-24,MEM,125,SF,-1.74,-1.76,0.02,0.1,"196,016.00",-1.77,-1.83,0.07
Jalen Wilson,2023-24,BRK,662,PF,-1.75,-1.09,-0.67,0.3,"1,015,089.00",-2.01,-1.35,-0.67
Kyle Kuzma,2023-24,WAS,"2,281",PF,-1.76,0.01,-1.77,1,"3,478,258.00",-1.65,0.15,-1.79
Vasilije Micic,2023-24,OKC/CHO,"1,176",PG,-1.77,-0.73,-1.04,0.5,"1,757,244.00",-1.79,-0.68,-1.12
Zeke Nnaji,2023-24,DEN,576,PF,-1.77,-2.12,0.35,0.2,"859,723.00",-1.54,-2.05,0.51
Ayo Dosunmu,2023-24,CHI,"2,212",SG,-1.79,-0.69,-1.1,0.9,"3,210,716.00",-1.5,-0.83,-0.67
Jabari Walker,2023-24,POR,"1,701",SF,-1.8,-1.62,-0.18,0.7,"2,415,286.00",-2.29,-2.09,-0.2
Justin Holiday,2023-24,DEN,862,SG,-1.8,-1.78,-0.03,0.4,"1,229,620.00",-2.17,-1.9,-0.27
Garrett Temple,2023-24,TOR,289,SG,-1.84,-1.45,-0.39,0.1,"388,088.00",-1.78,-1.35,-0.43
Matisse Thybulle,2023-24,POR,"1,487",SF,-1.84,-2.73,0.89,0.6,"1,984,067.00",-1.32,-2.59,1.26
Keyontae Johnson,2023-24,OKC,66,SF,-1.85,-0.84,-1.01,0,"86,968.00",-1.76,-0.69,-1.07
Jaden McDaniels,2023-24,MIN,"2,105",SF,-1.87,-1.95,0.07,0.8,"2,679,483.00",-1.1,-1.89,0.78
Jalen Pickett,2023-24,DEN,122,SG,-1.87,-1.1,-0.77,0,"155,907.00",-1.72,-0.97,-0.76
Luke Kennard,2023-24,MEM,999,SG,-1.88,-0.42,-1.46,0.4,"1,258,447.00",-1.57,-0.59,-0.97
Bojan Bogdanovic,2023-24,DET/NYK,"1,478",PF,-1.89,-0.26,-1.63,0.5,"1,826,366.00",-1.78,-0.28,-1.5
Jordan Hawkins,2023-24,NOP,"1,161",SG,-1.89,-0.24,-1.65,0.4,"1,440,234.00",-1.55,-0.21,-1.34
Jordan Nwora,2023-24,IND/TOR,711,SF,-1.89,-1.14,-0.75,0.3,"882,708.00",-1.17,-0.73,-0.45
Derrick Rose,2023-24,MEM,399,PG,-1.91,-0.98,-0.93,0.1,"480,646.00",-1.99,-0.95,-1.04
Shake Milton,2023-24,MIN/DET/NYK,581,SG,-1.94,-1.42,-0.51,0.2,"659,680.00",-2.1,-1.32,-0.78
Brice Sensabaugh,2023-24,UTA,584,SF,-1.95,-1.36,-0.59,0.2,"642,537.00",-1.68,-0.97,-0.72
Johnny Juzang,2023-24,UTA,372,SG,-1.95,-0.98,-0.97,0.1,"412,853.00",-1.99,-0.95,-1.04
Marcus Morris Sr.,2023-24,PHI/CLE,817,PF,-1.95,-1.27,-0.67,0.3,"910,032.00",-2,-1.62,-0.38
Kevin Knox II,2023-24,DET,560,SF,-1.96,-1.62,-0.34,0.2,"611,194.00",-2.43,-1.83,-0.6
Ousmane Dieng,2023-24,OKC,365,PF,-1.96,-0.73,-1.23,0.1,"397,412.00",-1.99,-0.75,-1.24
Jerami Grant,2023-24,POR,"1,830",PF,-1.98,-0.36,-1.62,0.5,"1,900,022.00",-1.43,-0.44,-0.99
Shaedon Sharpe,2023-24,POR,"1,059",SG,-2.03,-1.02,-1.01,0.3,"980,613.00",-1.97,-1.22,-0.75
Justin Minaya,2023-24,POR,381,SF,-2.04,-2.18,0.14,0.1,"351,221.00",-2.51,-2.41,-0.1
Maxwell Lewis,2023-24,LAL,101,SF,-2.05,-1.72,-0.33,0,"89,298.00",-1.68,-1.36,-0.33
Peyton Watson,2023-24,DEN,"1,488",SF,-2.06,-2.52,0.46,0.4,"1,301,392.00",-0.79,-1.9,1.11
Blake Wesley,2023-24,SAS,876,SG,-2.08,-2.05,-0.03,0.2,"719,833.00",-1.93,-1.79,-0.14
Collin Gillespie,2023-24,DEN,225,PG,-2.08,-1.26,-0.83,0.1,"185,798.00",-2.03,-1.27,-0.76
Dillon Brooks,2023-24,HOU,"2,227",SF,-2.08,-1.91,-0.17,0.5,"1,844,403.00",-1.6,-1.44,-0.16
Furkan Korkmaz,2023-24,PHI,300,SG,-2.09,-1.55,-0.55,0.1,"240,760.00",-2.18,-1.7,-0.48
Bismack Biyombo,2023-24,MEM/OKC,792,C,-2.1,-3.34,1.24,0.2,"616,512.00",-1.84,-3.29,1.45
Jeremiah Robinson-Earl,2023-24,NOP,332,PF,-2.15,-1.74,-0.41,0.1,"223,458.00",-1.97,-1.49,-0.47
Julian Strawther,2023-24,DEN,545,SF,-2.15,-0.97,-1.18,0.1,"369,595.00",-1.97,-0.87,-1.1
Jaxson Hayes,2023-24,LAL,865,C,-2.17,-2.64,0.47,0.2,"555,577.00",-1.42,-2.33,0.91
Bruce Brown,2023-24,IND/TOR,"1,865",SG,-2.19,-1.33,-0.86,0.3,"1,101,368.00",-1.74,-1.28,-0.46
Reggie Jackson,2023-24,DEN,"1,817",PG,-2.19,-0.55,-1.64,0.3,"1,074,700.00",-1.61,-0.37,-1.24
Troy Brown Jr.,2023-24,MIN/DET,827,SF,-2.22,-1.54,-0.68,0.1,"443,363.00",-1.71,-1.23,-0.49
Javon Freeman-Liberty,2023-24,TOR,403,PG,-2.24,-1.69,-0.54,0.1,"199,765.00",-2.3,-1.69,-0.61
Thanasis Antetokounmpo,2023-24,MIL,155,PF,-2.25,-2.06,-0.19,0,"73,675.00",-1.89,-1.71,-0.18
Nassir Little,2023-24,PHO,458,SF,-2.26,-1.71,-0.55,0.1,"204,330.00",-1.95,-1.66,-0.29
Bennedict Mathurin,2023-24,IND,"1,538",SF,-2.27,-0.61,-1.66,0.2,"646,508.00",-1.74,0.08,-1.82
Jeremy Sochan,2023-24,SAS,"2,193",PF,-2.29,-2.05,-0.24,0.2,"824,030.00",-2.01,-1.89,-0.12
Cedi Osman,2023-24,SAS,"1,269",SF,-2.31,-1.38,-0.93,0.1,"419,745.00",-2.02,-1.56,-0.46
Onuralp Bitim,2023-24,CHI,268,SG,-2.33,-1.49,-0.85,0,"77,297.00",-2.31,-1.58,-0.73
Nick Richards,2023-24,CHO,"1,759",C,-2.35,-2.44,0.1,0.1,"455,481.00",-1.71,-2.11,0.4
Ziaire Williams,2023-24,MEM,"1,038",SF,-2.36,-1.83,-0.53,0.1,"243,463.00",-2.63,-2.19,-0.43
Davion Mitchell,2023-24,SAC,"1,101",PG,-2.38,-1.67,-0.71,0.1,"205,911.00",-2.27,-1.35,-0.92
Julian Phillips,2023-24,CHI,323,SF,-2.42,-2.13,-0.29,0,"29,757.00",-2.48,-2.32,-0.16
Trey Jemison,2023-24,WAS/MEM,574,C,-2.43,-3.01,0.58,0,"46,598.00",-2.61,-3.18,0.58
Jaden Ivey,2023-24,DET,"2,218",SG,-2.44,-1.09,-1.35,0,"127,585.00",-2.79,-1.15,-1.64
Jordan Poole,2023-24,WAS,"2,346",SG,-2.44,-0.72,-1.72,0,"154,586.00",-2.68,-0.55,-2.13
Marcus Sasser,2023-24,DET,"1,351",PG,-2.49,-1.31,-1.18,0,"-56,794.00",-2.17,-1.07,-1.11
Miles Bridges,2023-24,CHO,"2,581",SF,-2.52,-1.03,-1.48,-0.1,"-275,902.00",-2.02,-0.59,-1.43
Ochai Agbaji,2023-24,UTA/TOR,"1,642",SG,-2.52,-1.88,-0.64,0,"-168,070.00",-2.7,-2.38,-0.33
Caleb Houstan,2023-24,ORL,815,SF,-2.53,-1.18,-1.36,0,"-112,724.00",-1.92,-1.05,-0.88
Danuel House Jr.,2023-24,PHI,509,SF,-2.54,-2.03,-0.51,0,"-78,853.00",-2.94,-2.28,-0.67
Reggie Bullock Jr.,2023-24,HOU,418,SF,-2.55,-2.65,0.09,0,"-77,495.00",-2.42,-2.59,0.17
Vit Krejci,2023-24,ATL,541,PG,-2.6,-2.53,-0.08,0,"-158,164.00",-2.28,-2.34,0.06
Amir Coffey,2023-24,LAC,"1,460",SF,-2.62,-1.5,-1.12,-0.1,"-474,819.00",-2.27,-1.63,-0.64
Anthony Black,2023-24,ORL,"1,164",PG,-2.65,-3.11,0.46,-0.1,"-459,258.00",-2.04,-2.59,0.55
Rayan Rupert,2023-24,POR,633,SG,-2.68,-2.46,-0.22,-0.1,"-283,441.00",-3,-2.51,-0.49
Jericho Sims,2023-24,NYK,585,C,-2.7,-3.32,0.62,-0.1,"-287,213.00",-2.13,-2.98,0.85
Andre Jackson Jr.,2023-24,MIL,572,SG,-2.73,-2.72,-0.01,-0.1,"-324,793.00",-2.75,-2.63,-0.12
Bilal Coulibaly,2023-24,WAS,"1,715",SF,-2.73,-2.16,-0.57,-0.3,"-941,079.00",-3.36,-2.75,-0.61
Garrison Mathews,2023-24,ATL,992,SG,-2.74,-2.36,-0.38,-0.2,"-582,364.00",-2.52,-1.91,-0.61
JT Thor,2023-24,CHO,781,PF,-2.76,-2.76,-0.01,-0.1,"-488,843.00",-2.7,-2.78,0.08
Keyonte George,2023-24,UTA,"2,023",PG,-2.8,-0.84,-1.97,-0.4,"-1,449,816.00",-2.22,-0.11,-2.11
James Wiseman,2023-24,DET,"1,091",C,-2.85,-2.53,-0.32,-0.3,"-878,971.00",-2.17,-2.25,0.07
MarJon Beauchamp,2023-24,MIL,608,SF,-2.87,-2.23,-0.64,-0.1,"-514,039.00",-2.53,-2.04,-0.49
Max Christie,2023-24,LAL,942,SG,-2.87,-2.66,-0.21,-0.2,"-796,666.00",-2.33,-2.29,-0.04
Brandon Boston Jr.,2023-24,LAC,345,SF,-2.92,-1.54,-1.39,-0.1,"-333,233.00",-2.62,-1.44,-1.18
Yuta Watanabe,2023-24,PHO/MEM,464,SF,-2.93,-1.9,-1.03,-0.1,"-457,146.00",-2.6,-1.93,-0.68
Doug McDermott,2023-24,SAS/IND,904,SF,-2.94,-1.01,-1.94,-0.3,"-914,378.00",-2.42,-0.99,-1.43
KJ Martin,2023-24,LAC/PHI,715,SF,-2.94,-2.51,-0.43,-0.2,"-720,692.00",-3.15,-2.83,-0.32
Kobe Brown,2023-24,LAC,394,PF,-2.94,-2.29,-0.65,-0.1,"-391,323.00",-2.74,-2.37,-0.37
P.J. Tucker,2023-24,PHI/LAC,486,PF,-3.09,-3.03,-0.06,-0.2,"-638,550.00",-2.98,-2.88,-0.1
Johnny Davis,2023-24,WAS,613,SG,-3.15,-2.97,-0.18,-0.3,"-884,299.00",-3.41,-3.04,-0.37
Matt Ryan,2023-24,NOP,388,SF,-3.15,-1.86,-1.29,-0.2,"-560,390.00",-3.03,-1.62,-1.41
David Roddy,2023-24,MEM/PHO,"1,177",PF,-3.16,-2.33,-0.83,-0.5,"-1,718,108.00",-3.11,-2.42,-0.69
Isaiah Livers,2023-24,DET,469,PF,-3.22,-2.43,-0.79,-0.2,"-746,960.00",-2.84,-2.37,-0.47
Nathan Mensah,2023-24,CHO,307,C,-3.23,-4.29,1.06,-0.1,"-495,087.00",-2.87,-3.92,1.05
Corey Kispert,2023-24,WAS,"2,067",SF,-3.27,-0.7,-2.57,-1,"-3,523,480.00",-3.07,-0.68,-2.39
Brandon Miller,2023-24,CHO,"2,383",SF,-3.31,-1.4,-1.91,-1.2,"-4,250,500.00",-2.83,-1.27,-1.56
Bryce McGowens,2023-24,CHO,882,SG,-3.32,-2.63,-0.69,-0.5,"-1,582,714.00",-2.69,-2.12,-0.56
Jalen McDaniels,2023-24,TOR,538,SF,-3.34,-2.54,-0.8,-0.3,"-994,139.00",-3.06,-2.47,-0.6
Gradey Dick,2023-24,TOR,"1,268",SG,-3.35,-1.44,-1.91,-0.7,"-2,351,858.00",-3.57,-1.86,-1.71
Scoot Henderson,2023-24,POR,"1,765",PG,-3.51,-1.5,-2.01,-1.1,"-3,884,748.00",-3.83,-2.08,-1.75
Ish Smith,2023-24,CHO,741,PG,-3.65,-3.23,-0.42,-0.5,"-1,845,026.00",-3.72,-3.23,-0.5
Nick Smith Jr.,2023-24,CHO,729,SG,-3.81,-2.17,-1.64,-0.6,"-2,056,274.00",-3.35,-1.72,-1.64
Malaki Branham,2023-24,SAS,"1,594",PG,-4.21,-2.24,-1.97,-1.7,"-5,816,923.00",-3.65,-1.97,-1.68
